datetime,NEE,NEE_F_MDS,FCH4,FCH4_F_MDS
2021-06-02T08:00:00Z,-2.9900597,-2.9900597,0.11416573000000001,0.11416573000000001
2021-06-02T08:30:00Z,-5.388486299999999,-5.388486299999999,0.05828948,0.05828948
2021-06-02T09:00:00Z,-5.812008,-5.812008,0.0616765,0.0616765
2021-06-02T09:30:00Z,-9.058989,-9.058989,0.069600044,0.069600044
2021-06-02T10:00:00Z,-10.74907,-10.74907,NA,0.0757695188
2021-06-02T10:30:00Z,-8.092191,-8.092191,0.02667742,0.02667742
2021-06-02T11:00:00Z,-6.671512,-6.671512,0.0635258,0.0635258
2021-06-02T11:30:00Z,-6.8489604,-6.8489604,NA,0.03983821375
2021-06-02T12:00:00Z,-8.8963,-8.8963,NA,0.03983821375
2021-06-02T12:30:00Z,-4.155208,-4.155208,NA,0.03983821375
2021-06-02T13:00:00Z,-4.2651413,-4.2651413,NA,0.037206055
2021-06-02T13:30:00Z,-5.7944902,-5.7944902,NA,0.04510161
2021-06-02T14:00:00Z,-3.9597646,-3.9597646,NA,0.033221533
2021-06-02T14:30:00Z,-3.752796,-3.752796,0.02789980799999999,0.02789980799999999
2021-06-02T15:00:00Z,-4.7967441,-4.7967441,0.035748482,0.035748482
2021-06-02T15:30:00Z,NA,-1.00350905,NA,0.03665561
2021-06-02T16:00:00Z,-3.681692,-3.681692,NA,0.0691412333
2021-06-02T16:30:00Z,-2.1387110000000003,-2.1387110000000003,0.049657934,0.049657934
2021-06-02T17:00:00Z,-0.5046114,-0.5046114,0.07776016,0.07776016
2021-06-02T17:30:00Z,NA,1.7900354333333333,0.11880039,0.11880039
2021-06-02T18:00:00Z,NA,-0.12359889999999996,0.112646817,0.112646817
2021-06-02T18:30:00Z,4.628483500000001,4.628483500000001,0.1406447,0.1406447
2021-06-02T19:00:00Z,5.708313,5.708313,0.12534715,0.12534715
2021-06-02T19:30:00Z,6.383267,6.383267,0.10101477,0.10101477
2021-06-02T20:00:00Z,9.598806,9.598806,0.09882283,0.09882283
2021-06-02T20:30:00Z,8.492048,8.492048,0.05686369999999999,0.05686369999999999
2021-06-02T21:00:00Z,14.922766,10.107897840909091,0.08169239,0.0903323992
2021-06-02T21:30:00Z,11.613758,10.17154575862069,0.05952429999999999,0.09671745506315788
2021-06-02T22:00:00Z,9.3705599,10.184062,0.05783622,0.09671745506315788
2021-06-02T22:30:00Z,NA,10.253274448275862,NA,0.09671745506315788
2021-06-02T23:00:00Z,NA,10.14498800625,NA,0.0985670049652174
2021-06-02T23:30:00Z,NA,10.12693614,0.212973,0.09731283741333334
2021-06-03T00:00:00Z,NA,10.107897840909091,NA,0.0903323992
2021-06-03T00:30:00Z,NA,10.107897840909091,NA,0.0903323992
2021-06-03T01:00:00Z,14.26095,14.26095,NA,0.09709207124705882
2021-06-03T01:30:00Z,8.80205,8.80205,NA,0.09671745506315788
2021-06-03T02:00:00Z,14.482880000000002,10.060043407407408,NA,0.09709207124705882
2021-06-03T02:30:00Z,NA,10.060043407407408,NA,0.09709207124705882
2021-06-03T03:00:00Z,NA,10.17154575862069,NA,0.09671745506315788
2021-06-03T03:30:00Z,10.340639,10.340639,0.0218276,0.0218276
2021-06-03T04:00:00Z,13.139012,13.139012,0.02848143,0.02848143
2021-06-03T04:30:00Z,8.834174,8.834174,NA,0.09668923877142856
2021-06-03T05:00:00Z,NA,6.07496376,NA,0.12048838328666668
2021-06-03T05:30:00Z,5.5188,5.5188,NA,0.106902496125
2021-06-03T06:00:00Z,6.0770040000000005,6.0770040000000005,NA,0.0846463948
2021-06-03T06:30:00Z,2.914051,2.914051,0.01519783,0.01519783
2021-06-03T07:00:00Z,-3.109418,-3.109418,NA,0.1257040086
2021-06-03T07:30:00Z,-5.633999,-5.633999,NA,0.08153772277777778
2021-06-03T08:00:00Z,-8.366458,-8.366458,0.00633337999999999,0.00633337999999999
2021-06-03T08:30:00Z,-17.614106,-17.614106,NA,0.0929525974
2021-06-03T09:00:00Z,-15.827895,-15.827895,0.01543054,0.01543054
2021-06-03T09:30:00Z,-20.497127,-20.497127,0.01125745,0.01125745
2021-06-03T10:00:00Z,-19.199102,-19.199102,0.00138215,0.00138215
2021-06-03T10:30:00Z,-19.161853,-19.161853,0.01345342,0.01345342
2021-06-03T11:00:00Z,-21.392472,-21.392472,0.00677668,0.00677668
2021-06-03T11:30:00Z,-16.2870511,-16.2870511,0.019149838,0.019149838
2021-06-03T12:00:00Z,-16.763931,-16.763931,NA,0.09086292803636364
2021-06-03T12:30:00Z,-11.739033,-11.739033,0.052077606,0.052077606
2021-06-03T13:00:00Z,-18.450179,-18.450179,NA,0.0814189989888889
2021-06-03T13:30:00Z,-9.094312,-9.094312,0.06962426000000001,0.06962426000000001
2021-06-03T14:00:00Z,-16.054667,-16.054667,NA,0.05795779966666667
2021-06-03T14:30:00Z,-17.592498,-17.592498,0.087820578,0.087820578
2021-06-03T15:00:00Z,-16.127036,-16.127036,0.11548915,0.11548915
2021-06-03T15:30:00Z,-13.656526,-13.656526,0.10473146,0.10473146
2021-06-03T16:00:00Z,-10.911193,-10.911193,0.09463625,0.09463625
2021-06-03T16:30:00Z,-9.8238519,-9.8238519,0.0874924034,0.0874924034
2021-06-03T17:00:00Z,-4.659058,-4.659058,0.340629562,0.340629562
2021-06-03T17:30:00Z,-5.8475239,-5.8475239,0.07567175,0.07567175
2021-06-03T18:00:00Z,-4.287418,-4.287418,0.053407837,0.053407837
2021-06-03T18:30:00Z,-1.419016,-1.419016,0.05289125,0.05289125
2021-06-03T19:00:00Z,0.2543683,0.2543683,0.038941758,0.038941758
2021-06-03T19:30:00Z,4.698237000000001,4.698237000000001,0.18218654,0.18218654
2021-06-03T20:00:00Z,5.441801,5.441801,0.12374245,0.12374245
2021-06-03T20:30:00Z,7.432417999999999,7.432417999999999,0.08764261000000001,0.08764261000000001
2021-06-03T21:00:00Z,6.970162,6.970162,0.04882328,0.04882328
2021-06-03T21:30:00Z,NA,10.141865270588236,NA,0.102834558488
2021-06-03T22:00:00Z,10.205527,10.104239161764706,NA,0.10333492027692308
2021-06-03T22:30:00Z,7.308438,10.234356614285714,0.04553634,0.10334139063703704
2021-06-03T23:00:00Z,5.561185999999999,9.942151985714286,NA,0.10225625811428572
2021-06-03T23:30:00Z,NA,10.064035426470587,NA,0.09752331471111111
2021-06-04T00:00:00Z,NA,9.30434115510204,NA,0.09776311815294116
2021-06-04T00:30:00Z,NA,9.009679600980393,NA,0.09654786147777776
2021-06-04T01:00:00Z,NA,9.850422576415092,NA,0.09919161694285714
2021-06-04T01:30:00Z,NA,10.779883430701757,NA,0.10441294253846152
2021-06-04T02:00:00Z,NA,10.7031401279661,NA,0.10273257680487805
2021-06-04T02:30:00Z,NA,10.7031401279661,NA,0.10273257680487805
2021-06-04T03:00:00Z,NA,10.725029551694917,NA,0.10132123168292684
2021-06-04T03:30:00Z,NA,9.961598510185183,NA,0.09874203591666668
2021-06-04T04:00:00Z,NA,9.826067680508476,NA,0.09847000113157894
2021-06-04T04:30:00Z,NA,6.120048658620689,NA,0.10835377249333332
2021-06-04T05:00:00Z,NA,6.4260789086956525,NA,0.10412453903636364
2021-06-04T05:30:00Z,NA,4.3443269933333335,NA,0.110721802625
